id,price_doc
30474,5506196.5
30475,8455966.0
30476,5255051.5
30477,6288166.0
30478,5356828.5
30479,8829231.0
30480,4676392.0
30481,4400771.0
30482,4673846.0
30483,4827460.0
30484,6676886.5
30485,5146980.5
30486,3771987.25
30487,4150947.5
30488,6400178.0
30489,6246846.5
30490,21834454.0
30491,20290556.0
30492,5782454.0
30493,15025261.0
30494,7250941.5
30495,9688204.0
30496,8426004.0
30497,8462815.0
30498,4574581.0
30499,7220606.5
30500,11911105.0
30501,6921391.0
30502,3386757.75
30503,5761569.5
30504,5662111.0
30505,12020655.0
30506,3005997.0
30507,5157844.5
30508,6182122.5
30509,7454588.5
30510,9244408.0
30511,6550948.5
30512,6347725.5
30513,4750496.5
30514,3220243.5
30515,10073639.0
30516,6328323.0
30517,9750418.0
30518,7678756.0
30519,4608591.5
30520,7058865.5
30521,4891151.5
30522,7606708.5
30523,6414122.0
30524,9905476.0
30525,7910268.5
30526,5299350.0
30527,5459076.0
30528,6592167.0
30529,6591978.0
30530,6251304.0
30531,15144058.0
30532,5020252.5
30533,9693861.0
30534,6995235.0
30535,9417033.0
30536,5972003.0
30537,11149992.0
30538,5088103.0
30539,9192959.0
30540,9524913.0
30541,5628698.5
30542,2128355.25
30543,5452905.5
30544,7169657.5
30545,8388633.0
30546,4289731.0
30547,9856175.0
30548,4636129.5
30549,5368924.0
30550,11854783.0
30551,5320740.0
30552,1973967.5
30553,6949925.5
30554,9589845.0
30555,6796918.0
30556,7998918.5
30557,6826853.0
30558,9345693.0
30559,5062614.5
30560,5098007.0
30561,6708839.0
30562,12087375.0
30563,4985913.5
30564,6942506.0
30565,6523629.0
30566,7728214.0
30567,2078889.375
30568,9129321.0
30569,7834673.0
30570,6335593.5
30571,7284939.0
30572,5286488.0
30573,6482542.0
30574,5905985.5
30575,7637594.5
30576,5033335.0
30577,3788852.75
30578,2974080.25
30579,6907583.0
30580,4297224.0
30581,5130950.0
30582,11882922.0
30583,7375192.0
30584,4276484.5
30585,2565253.0
30586,8931894.0
30587,5999077.0
30588,7738088.5
30589,7399201.5
30590,13090601.0
30591,5138128.5
30592,6196519.0
30593,8119105.0
30594,7088257.5
30595,5330298.5
30596,6641323.0
30597,6482542.0
30598,9372308.0
30599,12616583.0
30600,5441450.5
30601,6042940.5
30602,1947779.75
30603,12144038.0
30604,4685780.5
30605,6637397.5
30606,19683506.0
30607,6387245.5
30608,9555665.0
30609,6294556.5
30610,3082375.25
30611,6202431.0
30612,7239333.5
30613,8168328.5
30614,19978378.0
30615,7608464.5
30616,6221465.5
30617,9033362.0
30618,4822968.5
30619,4533206.0
30620,2678719.0
30621,8303285.5
30622,7636458.5
30623,6127412.0
30624,7030688.5
30625,8159110.5
30626,6318734.0
30627,7436532.0
30628,6387714.0
30629,5163928.0
30630,4904632.0
30631,6619382.0
30632,3991999.5
30633,6026355.0
30634,11310964.0
30635,9517722.0
30636,5308682.0
30637,9806913.0
30638,6059058.0
30639,7481368.0
30640,4750188.5
30641,8031428.0
30642,6582749.5
30643,7652380.5
30644,9365196.0
30645,7209941.0
30646,5025938.5
30647,5194775.0
30648,26578906.0
30649,2545331.25
30650,4808598.5
30651,3001382.5
30652,4725225.5
30653,7750651.5
30654,4945466.5
30655,11944958.0
30656,4060463.75
30657,6047997.0
30658,9309097.0
30659,5053570.0
30660,7934914.5
30661,6656294.0
30662,7985557.5
30663,13490050.0
30664,11052339.0
30665,6366683.5
30666,2562927.5
30667,4195650.0
30668,8619982.0
30669,5448959.5
30670,2622560.0
30671,6788471.0
30672,14470502.0
30673,10094603.0
30674,10794623.0
30675,2091134.0
30676,6786613.0
30677,4143772.75
30678,15261146.0
30679,6060520.5
30680,5321562.0
30681,2348548.25
30682,8487183.0
30683,9612370.0
30684,3843310.25
30685,6914727.5
30686,9729184.0
30687,5241508.0
30688,4758513.0
30689,12022903.0
30690,26393704.0
30691,4369060.5
30692,6211470.0
30693,9680114.0
30694,5527246.5
30695,6805032.0
30696,6512489.5
30697,13413156.0
30698,7040337.0
30699,5649990.5
30700,5267018.0
30701,9180133.0
30702,6041523.0
30703,4029975.5
30704,11063728.0
30705,8143376.5
30706,23938324.0
30707,3635380.75
30708,14400237.0
30709,5949668.0
30710,6756236.0
30711,5004764.5
30712,4187699.0
30713,5908261.5
30714,6977452.5
30715,4105558.0
30716,9437477.0
30717,6329331.0
30718,8555577.0
30719,16714958.0
30720,6676479.0
30721,4130547.5
30722,6908703.0
30723,6406608.5
30724,13368383.0
30725,6687306.0
30726,11242565.0
30727,9909898.0
30728,11295677.0
30729,3432239.5
30730,5826939.5
30731,6815482.0
30732,3988217.0
30733,8677860.0
30734,7108363.0
30735,5775367.0
30736,5699851.0
30737,5903637.5
30738,5907895.5
30739,4541107.0
30740,6993667.5
30741,11959548.0
30742,4608020.5
30743,5281726.0
30744,9120515.0
30745,7059330.5
30746,5923342.0
30747,15061529.0
30748,17766562.0
30749,4542419.5
30750,6787571.0
30751,3720714.75
30752,7741366.0
30753,9601412.0
30754,5325303.5
30755,4427493.5
30756,6551785.0
30757,5449224.5
30758,9386870.0
30759,6414109.5
30760,4066257.25
30761,9168689.0
30762,7168222.0
30763,11283640.0
30764,6309148.5
30765,5967215.5
30766,3673424.0
30767,9280360.0
30768,4567118.0
30769,6907530.5
30770,6326446.5
30771,3193370.75
30772,8244375.0
30773,8113075.5
30774,6163831.5
30775,10488081.0
30776,5830647.0
30777,6316126.0
30778,9198291.0
30779,6174981.0
30780,7874216.0
30781,6650913.0
30782,5055705.5
30783,5774964.5
30784,3819858.5
30785,5491549.5
30786,4611933.0
30787,6744133.5
30788,5834835.5
30789,7501829.5
30790,5948669.0
30791,10525577.0
30792,7281195.5
30793,10887382.0
30794,11960324.0
30795,10186864.0
30796,10455126.0
30797,15082457.0
30798,2994306.25
30799,9473746.0
30800,14392906.0
30801,6836528.5
30802,15903988.0
30803,2406883.0
30804,3519045.25
30805,14684145.0
30806,7292230.5
30807,6021718.5
30808,10067722.0
30809,5420459.0
30810,10766884.0
30811,4459458.0
30812,5294010.5
30813,5047997.0
30814,2801539.25
30815,4172920.5
30816,8264267.5
30817,1946238.625
30818,7377710.5
30819,7493278.0
30820,5148714.0
30821,24076242.0
30822,9959620.0
30823,6600218.5
30824,3771757.0
30825,5541365.0
30826,9312773.0
30827,5398126.5
30828,5696650.5
30829,5420934.5
30830,9252699.0
30831,6211606.5
30832,5826867.0
30833,5028321.5
30834,4239604.5
30835,7027109.5
30836,6998151.5
30837,5750102.5
30838,4376917.5
30839,5420919.0
30840,11555411.0
30841,10471851.0
30842,7122674.5
30843,5024630.5
30844,7002998.0
30845,9499223.0
30846,4486079.0
